company,genre,year,tot_nasales,tot_eusales,tot_jpsales,tot_othersales,tot_globalsales
SONY,Fighting,2013,1.44,1.18,0.95,0.53,4.11
SONY,Adventure,2013,0.85,0.89,1.01,0.39,3.12
SONY,Misc,2013,0.94,0.58,0.42,0.28,2.23
SONY,Strategy,2013,0.20,0.25,0.28,0.09,0.81
SONY,Simulation,2013,0.00,0.10,0.21,0.04,0.35
MICROSOFT,Shooter,2014,18.48,9.92,0.12,2.45,31.00
MICROSOFT,Action,2014,14.36,9.54,0.04,2.19,26.09
MICROSOFT,Sports,2014,9.45,5.40,0.02,1.36,16.28
MICROSOFT,Misc,2014,2.98,1.35,0.00,0.42,4.74
MICROSOFT,Role-Playing,2014,2.70,1.57,0.02,0.39,4.66
MICROSOFT,Racing,2014,1.60,2.13,0.01,0.31,4.04
MICROSOFT,Adventure,2014,0.53,0.54,0.01,0.11,1.18
MICROSOFT,Fighting,2014,0.24,0.16,0.00,0.05,0.45
MICROSOFT,Platform,2014,0.13,0.18,0.00,0.03,0.34
MICROSOFT,Simulation,2014,0.03,0.04,0.00,0.01,0.07
Nintendo,Role-Playing,2014,5.61,4.07,13.85,0.85,24.37
Nintendo,Fighting,2014,5.83,2.41,3.34,1.00,12.59
Nintendo,Action,2014,4.68,3.83,1.45,1.00,11.01
Nintendo,Racing,2014,3.13,2.07,1.27,0.49,6.96
Nintendo,Platform,2014,1.81,1.37,1.22,0.30,4.70
Nintendo,Misc,2014,1.82,1.46,0.76,0.32,4.34
Nintendo,Sports,2014,0.67,1.07,0.45,0.15,2.33
Nintendo,Puzzle,2014,0.62,0.37,0.32,0.10,1.40
Nintendo,Adventure,2014,0.30,0.55,0.41,0.08,1.32
Nintendo,Simulation,2014,0.12,0.15,0.35,0.02,0.64
Nintendo,Strategy,2014,0.02,0.00,0.38,0.00,0.41
Nintendo,Shooter,2014,0.02,0.00,0.00,0.00,0.02
SONY,Action,2014,18.25,24.27,3.80,9.26,55.60
SONY,Shooter,2014,11.06,14.14,0.95,5.49,31.62
SONY,Sports,2014,9.46,11.42,0.90,4.76,26.51
SONY,Misc,2014,4.09,5.12,0.37,1.89,11.47
SONY,Role-Playing,2014,3.73,3.93,1.70,1.61,10.95
SONY,Racing,2014,1.13,3.20,0.14,0.87,5.31
SONY,Platform,2014,1.05,1.96,0.03,0.58,3.63
SONY,Fighting,2014,0.65,0.39,1.11,0.24,2.38
SONY,Adventure,2014,0.76,0.94,0.21,0.36,2.27
SONY,Strategy,2014,0.03,0.00,0.12,0.01,0.16
SONY,Puzzle,2014,0.00,0.00,0.04,0.00,0.04
SONY,Simulation,2014,0.00,0.00,0.02,0.00,0.02
MICROSOFT,Shooter,2015,15.97,7.06,0.07,2.36,25.49
MICROSOFT,Sports,2015,8.46,4.38,0.00,1.28,14.15
MICROSOFT,Action,2015,6.28,4.55,0.02,1.04,11.88
MICROSOFT,Role-Playing,2015,4.24,2.28,0.01,0.65,7.19
MICROSOFT,Adventure,2015,1.55,1.48,0.02,0.26,3.31
MICROSOFT,Racing,2015,1.19,1.61,0.03,0.25,3.05
MICROSOFT,Misc,2015,1.80,0.68,0.01,0.25,2.74
MICROSOFT,Fighting,2015,1.38,0.43,0.01,0.19,2.01
MICROSOFT,Simulation,2015,0.31,0.23,0.00,0.06,0.60
MICROSOFT,Strategy,2015,0.14,0.05,0.00,0.02,0.20
MICROSOFT,Platform,2015,0.08,0.00,0.00,0.01,0.09
Nintendo,Action,2015,3.72,2.77,8.57,0.59,15.66
Nintendo,Role-Playing,2015,2.66,1.51,3.10,0.41,7.69
Nintendo,Misc,2015,1.96,2.14,1.68,0.37,6.16
Nintendo,Platform,2015,2.27,1.64,1.26,0.38,5.54
Nintendo,Shooter,2015,1.55,1.15,1.44,0.43,4.57
Nintendo,Simulation,2015,0.51,1.00,1.50,0.13,3.14
Nintendo,Puzzle,2015,0.05,0.09,0.52,0.01,0.68
Nintendo,Sports,2015,0.13,0.16,0.27,0.03,0.59
Nintendo,Fighting,2015,0.12,0.03,0.23,0.02,0.40
Nintendo,Strategy,2015,0.14,0.05,0.10,0.02,0.31
Nintendo,Adventure,2015,0.05,0.00,0.13,0.01,0.18
SONY,Action,2015,11.88,15.24,5.17,5.28,37.59
SONY,Shooter,2015,12.95,15.12,1.18,5.53,34.78
SONY,Sports,2015,9.78,11.77,0.45,4.24,26.26
SONY,Role-Playing,2015,5.62,7.46,2.04,2.56,17.66
SONY,Fighting,2015,2.09,1.88,0.55,0.80,5.32
SONY,Racing,2015,0.78,2.96,0.20,0.67,4.63
SONY,Adventure,2015,1.12,1.82,0.28,0.56,3.79
SONY,Misc,2015,0.92,0.75,0.05,0.35,2.08
SONY,Simulation,2015,0.26,0.64,0.05,0.16,1.11
SONY,Platform,2015,0.12,0.15,0.00,0.05,0.33
SONY,Strategy,2015,0.00,0.05,0.01,0.01,0.07
SONY,Puzzle,2015,0.00,0.02,0.00,0.00,0.02
MICROSOFT,Shooter,2016,2.59,1.43,0.00,0.39,4.42
MICROSOFT,Sports,2016,1.99,1.75,0.00,0.36,4.07
MICROSOFT,Action,2016,1.52,1.12,0.01,0.22,2.88
MICROSOFT,Racing,2016,0.23,0.41,0.00,0.05,0.69
MICROSOFT,Role-Playing,2016,0.32,0.16,0.00,0.04,0.52
MICROSOFT,Fighting,2016,0.22,0.07,0.00,0.03,0.32
MICROSOFT,Platform,2016,0.09,0.05,0.00,0.02,0.16
MICROSOFT,Adventure,2016,0.08,0.02,0.00,0.01,0.11
MICROSOFT,Strategy,2016,0.01,0.01,0.00,0.00,0.02
MICROSOFT,Simulation,2016,0.00,0.01,0.00,0.00,0.01
Nintendo,Action,2016,1.25,1.11,3.32,0.21,5.95
Nintendo,Role-Playing,2016,0.03,0.00,1.09,0.00,1.12
Nintendo,Fighting,2016,0.47,0.22,0.17,0.07,0.94
Nintendo,Misc,2016,0.20,0.09,0.28,0.03,0.60
Nintendo,Adventure,2016,0.04,0.01,0.36,0.01,0.42
Nintendo,Shooter,2016,0.16,0.10,0.07,0.03,0.35
Nintendo,Platform,2016,0.17,0.01,0.05,0.02,0.25
Nintendo,Simulation,2016,0.00,0.02,0.19,0.00,0.21
Nintendo,Strategy,2016,0.00,0.00,0.05,0.00,0.05
SONY,Shooter,2016,4.18,5.66,0.54,1.91,12.33
SONY,Sports,2016,2.57,5.52,0.58,1.56,10.23
SONY,Action,2016,2.90,3.79,1.17,1.29,9.13
SONY,Role-Playing,2016,0.88,0.90,1.87,0.36,4.01
SONY,Fighting,2016,0.91,0.78,0.37,0.35,2.41
SONY,Platform,2016,0.52,0.78,0.06,0.26,1.61
SONY,Racing,2016,0.10,0.63,0.01,0.14,0.85
SONY,Adventure,2016,0.18,0.19,0.31,0.07,0.75
SONY,Misc,2016,0.01,0.00,0.34,0.00,0.36
SONY,Simulation,2016,0.00,0.01,0.11,0.00,0.12
SONY,Strategy,2016,0.01,0.02,0.00,0.01,0.04
