id,name,company,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
9729,Final Fantasy XIV: Heavensward,SONY,PS4,2015,Action,Square Enix,0,0.05,0.06,0.01,0.12
9730,Lemony Snicket's A Series of Unfortunate Events,MICROSOFT,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12
9731,MotoGP 3 - Official Game of MotoGP,SONY,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02,0.12
9732,Makai Kingdom: Chronicles of the Sacred Tome,SONY,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12
9733,The Ant Bully,Nintendo,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12
9735,Bomberman Party Edition,SONY,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,0.12
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Nintendo,3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0,0.12
9739,Summon Night 3,SONY,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12
9740,O.D.T.: Escape... Or Die Trying,SONY,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12
9742,Escape The Museum,Nintendo,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12
9743,Fuse (Insomniac),SONY,PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.12
9744,Record of Agarest War Zero,SONY,PS3,2008,Strategy,Ghostlight,0.09,0,0.03,0.01,0.12
9748,MotoGP 14,SONY,PS3,2014,Racing,Milestone S.r.l.,0.04,0.06,0,0.02,0.12
9749,Cars 2,SONY,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.01,0.12
9751,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,SONY,PSP,2005,Strategy,N/A,0,0,0.12,0,0.12
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,SONY,PSP,2007,Shooter,Namco Bandai Games,0,0,0.12,0,0.12
9754,Puzzle Kingdoms,Nintendo,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9756,WRC 5: FIA World Rally Championship,SONY,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.12
9757,Red Faction II,MICROSOFT,XB,2003,Shooter,THQ,0.09,0.03,0,0,0.12
9758,Daikaijyuu Monogatari II,Nintendo,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0,0.12
9759,Rock Band Track Pack Volume 2,SONY,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.12
9760,Voodoo Vince,MICROSOFT,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12
9761,Bodycount,SONY,PS3,2011,Shooter,Codemasters,0.05,0.06,0,0.02,0.12
9762,Gundam Memories: Tatakai no Kioku,SONY,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
9763,Megamind: Ultimate Showdown,MICROSOFT,X360,2010,Action,THQ,0.07,0.04,0,0.01,0.12
9765,Neopets Petpet Adventures: The Wand of Wishing,SONY,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9766,Ferrari Challenge Trofeo Pirelli,SONY,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12
9768,Chase: Hollywood Stunt Driver,MICROSOFT,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0,0,0.12
9769,The X Files: Resist or Serve,SONY,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12
9770,Mobile Suit Gundam Side Story: Missing Link,SONY,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0,0.12
9771,Saru! Get You! Million Monkeys,SONY,PS2,2002,Platform,Unknown,0,0,0.12,0,0.12
9772,Curious George,SONY,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12
9773,Crush3D,Nintendo,3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12
9774,Zathura,SONY,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,0.12
9777,Mountain Sports,Nintendo,Wii,2009,Sports,Activision,0.11,0,0,0.01,0.12
9778,Tenchu: Shadow Assassins,SONY,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
9779,NPPL: Championship Paintball 2009,MICROSOFT,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12
9780,Lost Planet 3,MICROSOFT,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12
9781,Making History: The Great War,SONY,PSP,2010,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
9782,Shin Megami Tensei: Devil Survivor 2,Nintendo,3DS,2015,Role-Playing,Atlus,0,0.03,0.09,0,0.12
9783,The God of War Trilogy,SONY,PS3,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02,0.12
9784,Dance Paradise,MICROSOFT,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12
9787,Cel Damage,MICROSOFT,XB,2001,Racing,Electronic Arts,0.09,0.03,0,0,0.12
9788,Go! Sudoku,SONY,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9790,SSX 3,Nintendo,GBA,2003,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9794,The King of Fighters Collection: The Orochi Saga,Nintendo,Wii,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01,0.12
9796,Breakdown,MICROSOFT,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0,0.12
9797,Rush,SONY,PSP,2006,Racing,Midway Games,0.11,0,0,0.01,0.12
9799,The Legend of Heroes: Trails of Cold Steel II,SONY,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0,0.11,0,0.12
9800,Looney Tunes: Sheep Raider,SONY,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12
9802,Harvest Moon 2 GBC,Nintendo,GB,1999,Simulation,Ubisoft,0,0,0.12,0,0.12
9803,Killer is Dead,MICROSOFT,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9804,Lost in Shadow,Nintendo,Wii,2010,Platform,Konami Digital Entertainment,0.1,0,0.01,0.01,0.12
9806,X2: Wolverine's Revenge,Nintendo,GC,2003,Platform,Activision,0.09,0.02,0,0,0.12
9807,McDROID,Nintendo,Wii,2011,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
9808,Gallop Racer 2000,SONY,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01,0.12
9809,Showdown: Legends of Wrestling,MICROSOFT,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.12
9810,Macross Triangle Frontier,SONY,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
9811,Chessmaster: The Art of Learning,SONY,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12
9815,Fat Princess: Fistful of Cake,SONY,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12
9817,Street Hoops,Nintendo,GC,2001,Sports,Unknown,0.09,0.02,0,0,0.12
9818,NFL QB Club 2001,Nintendo,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0,0.12
9819,Earthworm Jim 3D,Nintendo,N64,1999,Platform,Interplay,0.1,0.02,0,0,0.12
9820,Rocket: Robot on Wheels,Nintendo,N64,1999,Platform,Ubisoft,0.1,0.02,0,0,0.12
9821,Densha De Go! 64,Nintendo,N64,1999,Simulation,Taito,0,0,0.05,0.07,0.12
9822,Godzilla: Destroy All Monsters Melee,MICROSOFT,XB,2001,Fighting,Unknown,0.09,0.03,0,0,0.12
9824,Conception II: Children of the Seven Stars,Nintendo,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12
9826,Sega Soccer Slam,SONY,PS2,2002,Sports,Sega,0.06,0.05,0,0.02,0.12
9828,Dora the Explorer: Dora Saves the Mermaids,SONY,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12
9829,Grand Theft Auto: San Andreas,MICROSOFT,X360,2008,Action,Take-Two Interactive,0.08,0.03,0,0.01,0.12
9830,Phantasy Star Universe,MICROSOFT,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01,0.12
9831,Skate City Heroes,Nintendo,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9832,NASCAR Unleashed,MICROSOFT,X360,2011,Racing,Activision,0.11,0,0,0.01,0.12
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,Nintendo,GBA,2005,Racing,THQ,0.09,0.03,0,0,0.12
9834,College Hoops 2K6,MICROSOFT,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9835,Mytran Wars,SONY,PSP,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12
9837,Prince of Persia: Rival Swords,SONY,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.02,0.12
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,SONY,PSP,2011,Fighting,Namco Bandai Games,0,0,0.12,0,0.12
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,SONY,PSP,2011,Role-Playing,Atlus,0.07,0,0.04,0.01,0.12
9840,Dodge Racing: Charger vs Challenger,Nintendo,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12
9841,Fate/Extra CCC,SONY,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0,0.12
9843,MTV Sports: Pure Ride,SONY,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12
9845,Burning Road,SONY,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12
9846,Slayers,Nintendo,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0,0.12
9848,IndyCar Series,SONY,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02,0.12
9849,Space Chimps,SONY,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,Nintendo,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
9851,Famicom Mini: TwinBee,Nintendo,GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0,0.12
9853,Gladiator: Sword of Vengeance,SONY,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,0.12
9854,nail'd,SONY,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12
9855,PixelJunk Monsters Deluxe,SONY,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9856,Tom Clancy's EndWar,SONY,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
9857,Ultimate Card Games,Nintendo,GBA,2003,Misc,Telegames,0.09,0.03,0,0,0.12
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,SONY,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
9861,Wallace & Gromit: Curse of the Were-Rabbit,SONY,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.12
9862,DreamWorks Super Star Kartz,Nintendo,3DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.12
9864,The Bible Game,Nintendo,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0,0,0.12
9865,NFL Head Coach,MICROSOFT,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9866,Pinball Hall of Fame: The Williams Collection,MICROSOFT,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.01,0.12
9867,Medarot 4: Kabuto / Kuwagata Version,Nintendo,GB,2001,Role-Playing,Imagineer,0,0,0.12,0,0.12
9868,Backyard Sports Football: Rookie Rush,MICROSOFT,X360,2010,Sports,Atari,0.11,0,0,0.01,0.12
9869,Sacred 3,SONY,PS3,2014,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12
9870,Major League Baseball 2K6,SONY,PSP,2006,Sports,Unknown,0.11,0,0,0.01,0.12
9871,Vacation Isle: Beach Party,Nintendo,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9872,Fit in Six,Nintendo,Wii,2011,Sports,Ubisoft,0.11,0,0,0.01,0.12
9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,SONY,PSP,2010,Shooter,Namco Bandai Games,0,0,0.12,0,0.12
9874,"Ed, Edd n Eddy: The Mis-Edventures",Nintendo,GBA,2005,Platform,Midway Games,0.08,0.03,0,0,0.12
9875,Onimusha: Blade Warriors,SONY,PS2,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12
9877,Disney's Extreme Skate Adventure,Nintendo,GC,2003,Sports,Activision,0.09,0.02,0,0,0.12
9878,Akuji the Heartless,SONY,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12
9879,NBA 2K2,Nintendo,GC,2002,Sports,Sega,0.09,0.02,0,0,0.12
9880,7 Days to Die,SONY,PS4,2016,Action,Telltale Games,0.03,0.07,0,0.02,0.12
9881,Monster Jam: Path of Destruction,MICROSOFT,X360,2010,Racing,Activision,0.11,0,0,0.01,0.12
9882,Everybody Dance,SONY,PS3,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9883,Psychonauts,MICROSOFT,XB,2005,Platform,THQ,0.09,0.03,0,0,0.12
9884,Power Gig: Rise of the SixString,MICROSOFT,X360,2010,Misc,Unknown,0.11,0,0,0.01,0.12
9885,Deus Ex: Human Revolution,Nintendo,WiiU,2013,Shooter,Square Enix,0.06,0.05,0,0.01,0.12
9886,Jeremy McGrath Supercross World,Nintendo,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,0.12
9887,Uta no * Prince-Sama: All Star,SONY,PSP,2013,Action,Broccoli,0,0,0.12,0,0.12
9888,HardBall 5,SONY,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
9889,Airborne Troops: Countdown to D-Day,SONY,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12
9890,MLB Inside Pitch 2003,MICROSOFT,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0,0,0.12
9892,The Walking Dead: Season Two,MICROSOFT,X360,2014,Adventure,Telltale Games,0.04,0.07,0,0.01,0.12
9894,One Piece: Super Grand Battle! X,Nintendo,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,0.12
9896,Self-Defense Training Camp,MICROSOFT,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12
9898,Deca Sports Extreme,Nintendo,3DS,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,0.12
9899,Cruis'n,Nintendo,Wii,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12
9903,Legends of Wrestling II,Nintendo,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0,0,0.12
9905,A.C.E.: Another Century's Episode Portable,SONY,PSP,2011,Simulation,Namco Bandai Games,0,0,0.12,0,0.12
9906,Dragon Quest Builders: Revive Alefgard,SONY,PS3,2016,Role-Playing,Square Enix,0,0,0.12,0,0.12
9907,Rodea the Sky Soldier,Nintendo,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9909,Jikkyou Powerful Pro Yakyuu 9,Nintendo,GC,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,0.12
9910,Sniper Elite,Nintendo,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01,0.12
9911,Etrian Odyssey V,Nintendo,3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12
9913,Barbie as The Island Princess,SONY,PS2,2007,Adventure,Activision,0.06,0.04,0,0.02,0.12
9914,Crime Killer,SONY,PS,1998,Racing,Interplay,0.07,0.04,0,0.01,0.12
9915,NPPL: Championship Paintball 2009,Nintendo,Wii,2008,Shooter,Activision Value,0.11,0,0,0.01,0.12
9916,Backyard Wrestling 2: There Goes the Neighborhood,MICROSOFT,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0,0,0.12
9918,Don Bradman Cricket 14,SONY,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,Nintendo,SNES,1994,Fighting,Angel Studios,0,0,0.12,0,0.12
9922,SD Gundam G Generation-F.I.F,SONY,PS,2001,Strategy,Namco Bandai Games,0,0,0.11,0.01,0.12
9923,Jaws: Ultimate Predator,Nintendo,3DS,2011,Action,Majesco Entertainment,0.11,0,0,0.01,0.12
9924,Yakuza Kiwami,SONY,PS3,2016,Adventure,Sega,0,0,0.12,0,0.12
9925,Raiden IV,MICROSOFT,X360,2008,Shooter,Moss,0.1,0,0.01,0.01,0.12
9926,Deception IV: Blood Ties,SONY,PS3,2014,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12
9927,The Walking Dead: Survival Instinct,Nintendo,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.12
9928,Rock Band: Metal Track Pack,SONY,PS3,2009,Misc,MTV Games,0.11,0,0,0.01,0.12
9930,DreamWorks Super Star Kartz,SONY,PS3,2011,Racing,Activision,0.06,0.03,0,0.02,0.12
9931,Harukanaru Augusta 2: Masters,Nintendo,SNES,1993,Sports,T&E Soft,0,0,0.12,0,0.12
9932,Castlevania: Curse of Darkness,MICROSOFT,XB,2005,Action,Konami Digital Entertainment,0.09,0.03,0,0,0.12
9933,Spider-Man: Edge of Time,Nintendo,3DS,2011,Action,Activision,0.08,0.03,0,0.01,0.12
9934,Mobil 1 Rally Championship,SONY,PS,2000,Racing,Electronic Arts,0.07,0.04,0,0.01,0.12
9935,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,SONY,PS2,2002,Fighting,Spike,0,0,0.12,0,0.12
9936,Turok: Evolution,Nintendo,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,0.12
9939,Rugrats: Totally Angelica,SONY,PS,2001,Adventure,THQ,0.06,0.04,0,0.01,0.12
9940,Nightshade,SONY,PS2,2003,Action,Sega,0.06,0.04,0,0.01,0.12
9941,NFL Tour,SONY,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.12
9942,Ridge Racer Unbounded,MICROSOFT,X360,2012,Racing,Namco Bandai Games,0.05,0.05,0,0.01,0.12
9943,CSI: Crime Scene Investigation,MICROSOFT,XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12
9944,The Lord of the Rings: Aragorn's Quest,SONY,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.02,0.12
9945,Yogi Bear: The Video Game,Nintendo,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.12
9947,Buffy the Vampire Slayer: Chaos Bleeds,MICROSOFT,XB,2003,Action,Vivendi Games,0.09,0.03,0,0,0.12
9950,Tales of Destiny 2,SONY,PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12
9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Nintendo,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,0.12
9953,Get Up and Dance,Nintendo,Wii,2011,Misc,O-Games,0.06,0.04,0,0.01,0.12
9954,Merv Griffin's Crosswords,Nintendo,Wii,2008,Puzzle,THQ,0.11,0,0,0.01,0.12
9956,Planet 51,SONY,PS3,2009,Action,Sega,0.07,0.03,0,0.02,0.12
9959,Deadpool,MICROSOFT,XOne,2015,Action,Activision,0.08,0.03,0,0.01,0.12
9960,UN Squadron,Nintendo,SNES,1991,Shooter,Capcom,0,0,0.12,0,0.12
9961,Tecmo Super Bowl,SONY,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
9962,TMNT,SONY,PSP,2007,Action,Ubisoft,0.1,0.01,0,0.01,0.12
9963,Dora the Explorer: Journey to the Purple Planet,Nintendo,GC,2005,Adventure,Global Star,0.09,0.02,0,0,0.12
9965,NHL Powerplay '96,SONY,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12
9966,Thousand Arms,SONY,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,0.12
9968,Arctic Thunder,MICROSOFT,XB,2001,Racing,Midway Games,0.09,0.02,0,0,0.12
9970,Barnyard,Nintendo,GC,2006,Action,THQ,0.09,0.02,0,0,0.12
9971,Stolen Song,SONY,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.11,0.01,0.12
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,MICROSOFT,X360,2013,Misc,Ubisoft,0.09,0.01,0,0.01,0.12
9974,Armored Core: Verdict Day,SONY,PS3,2013,Simulation,From Software,0,0,0.12,0,0.12
9976,Harvey Birdman: Attorney at Law,SONY,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01,0.12
9977,Wipeout 2,SONY,PS3,2011,Misc,Activision,0.11,0,0,0.01,0.12
9980,Sengoku Cyber: Fujimaru Jigokuhen,SONY,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,0.12
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,SONY,PS2,2007,Misc,D3Publisher,0,0,0.12,0,0.12
9984,Brunswick Pro Bowling,Nintendo,3DS,2011,Sports,Crave Entertainment,0.11,0,0,0.01,0.12
9985,Fantastic Four: Rise of the Silver Surfer,MICROSOFT,X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.12
9988,NHL 2K3,MICROSOFT,XB,2002,Sports,Sega,0.09,0.02,0,0,0.12
9990,Die Hard: Vendetta,Nintendo,GC,2002,Shooter,NDA Productions,0.09,0.02,0,0,0.12
10220,Nuclear Strike 64,Nintendo,N64,1999,Simulation,THQ,0.09,0.02,0,0,0.11
9991,Sword Art Online: Hollow Fragment,SONY,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12
9992,F1 2002,SONY,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
9993,Hasbro Family Game Night Fun Pack,Nintendo,Wii,2011,Misc,Electronic Arts,0.11,0,0,0.01,0.12
9994,FIFA Soccer,SONY,PSP,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12
9995,Dead Island Definitive Collection,SONY,PS4,2016,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
9996,Sphinx and the Cursed Mummy,MICROSOFT,XB,2003,Action,THQ,0.09,0.02,0,0,0.12
9998,GT Advance 2: Rally Racing,Nintendo,GBA,2001,Racing,THQ,0.08,0.03,0,0,0.11
10000,Yakuza,SONY,PS3,2012,Action,Sega,0,0,0.11,0,0.11
10001,DOA 2: Dead or Alive 2 Hardcore,SONY,PS2,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11
10003,Hollywood Squares,Nintendo,Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
10004,Cabela's Deer Hunt 2005 Season,MICROSOFT,XB,2004,Sports,Activision,0.09,0.02,0,0,0.11
10005,SplashDown,MICROSOFT,XB,2002,Racing,Atari,0.09,0.02,0,0,0.11
10008,Warhammer: Battle March,MICROSOFT,X360,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,0.11
10009,F1 Racing Championship,SONY,PS,2000,Racing,Video System,0.06,0.04,0,0.01,0.11
10010,Dead Man's Hand,MICROSOFT,XB,2004,Shooter,Atari,0.09,0.02,0,0,0.11
10011,Smash Cars,SONY,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11
10012,NASCAR 07,SONY,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
10013,Karaoke Revolution Presents American Idol Encore 2,SONY,PS3,2008,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.11
10014,Nickelodeon Dance,MICROSOFT,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.01,0.11
10016,Cabela's North American Adventures,SONY,PS3,2010,Sports,Activision,0.11,0,0,0.01,0.11
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,SONY,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
10019,Melty Blood: Act Cadenza,SONY,PS2,2006,Fighting,Sega,0,0,0.11,0,0.11
10020,Dokapon Kingdom,SONY,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
10021,ToeJam & Earl III: Mission to Earth,MICROSOFT,XB,2002,Action,Sega,0.09,0.02,0,0,0.11
10022,Phantasy Star Collection,Nintendo,GBA,2002,Role-Playing,Atari,0.08,0.03,0,0,0.11
10024,LEGO Knights' Kingdom,Nintendo,GBA,2004,Action,THQ,0.08,0.03,0,0,0.11
10025,Final Fantasy III,SONY,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11
10026,Family Game Night 4: The Game Show,SONY,PS3,2011,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11
10028,NBA Jam 2002,Nintendo,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0,0.11
10029,Every Extend Extra,SONY,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.01,0,0.01,0.11
10030,Shining Force NEO,SONY,PS2,2005,Role-Playing,Sega,0.06,0.04,0,0.01,0.11
10031,Tony Hawk's Pro Skater 5,MICROSOFT,XOne,2015,Sports,Activision,0.08,0.02,0,0.01,0.11
10033,SingStar Latino,SONY,PS3,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.11
10035,Army Men: Sarge's War,MICROSOFT,XB,2004,Shooter,Global Star,0.09,0.02,0,0,0.11
10037,Pocket Soccer League: Calciobit,Nintendo,3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11
10038,Primal Rage,SONY,PS,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11
10039,FIFA Street 2,Nintendo,GC,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11
10040,DiRT Rally,MICROSOFT,XOne,2016,Racing,Codemasters,0.03,0.08,0,0.01,0.11
10042,UEFA Euro 2016,SONY,PS3,2016,Sports,Konami Digital Entertainment,0,0.08,0.02,0.01,0.11
10043,Taito Legends,SONY,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11
10044,Tom Clancy's Rainbow Six: Rogue Spear,Nintendo,GBA,2002,Shooter,Ubisoft,0.08,0.03,0,0,0.11
10045,BoomBots,SONY,PS,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01,0.11
10046,Monster Madness: Battle for Suburbia,MICROSOFT,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11
10047,Star Trek: Conquest,SONY,PS2,2002,Strategy,Bethesda Softworks,0.06,0.04,0,0.01,0.11
10048,FIFA Soccer 06,SONY,PSP,2005,Sports,Electronic Arts,0.1,0.01,0,0.01,0.11
10049,Life is Strange,MICROSOFT,XOne,2016,Adventure,Square Enix,0.08,0.02,0,0.01,0.11
10050,NFL Head Coach 09,MICROSOFT,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11
10051,World Championship Rugby,SONY,PS2,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
10052,Phantom Dust,MICROSOFT,XB,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,0.11
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,SONY,PS,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01,0.11
10054,Shin Sangoku Musou: Multi Raid 2,SONY,PSP,2010,Action,Tecmo Koei,0,0,0.11,0,0.11
10055,Taiko Drum Master: Tokumori!,Nintendo,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0,0.11
10056,Growlanser Generations,SONY,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11
